query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done,link
Deparia florensiae Rakotondr. & Jouy,Deparia florensiae Rakotondr.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Deparia nakaikeana Fraser-Jenk.,Deparia ×  nakaikeana Fraser-Jenk.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dicksonia blumei (Kunze) Moore,Dicksonia blumei (Kunze) T. Moore,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Diplazium australe (R.Br.) N.A.Wakef.,Diplazium australe (R. Br.) Wakef.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Diplazium griffithii T.Moore,Diplazium griffithii (T. Moore) Diels,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Diplazium proliferum,Diplazium proliferum Brack.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Diplazium sanderi (C.Chr.) L.Pacheco,Diplazium sanderi (C. Chr.) Pacheco,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Diplazium squamigerum (Mett.) C.Hope,Diplazium squamigerum (Mett.) Christ,synonym,TRUE,1,0,0,NA,NA,NA,https://www.gbif.org/species/7985486,author variant,NA,fuzzy,1,https://www.gbif.org/species/7985486
Doryopteris nobilis (T.Moore) C.Chr.,Doryopteris nobilis (T. Moore) J. Sm.,accepted,TRUE,1,0,0,NA,NA,NA,https://www.gbif.org/species/7726951,author variant,NA,fuzzy,1,https://www.gbif.org/species/7726951
Dryopteris basisora,Dryopteris basisora Copel.,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,NCBI name Dryopteris basisora was missing author; should be Dryopteris basisora Christ. Apply this name in clean_ncbi_names() in FTOL code,fuzzy,1,NA
Dryopteris championii (Benth.) C.Chr. ex Ching,Dryopteris championii (Benth.) C. Chr. apud Ching,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris fatuhivensis E.Brown,Dryopteris fatuhivensis E. D. Br.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Dryopteris glabra var. hobdyana (W.H.Wagner) D.D.Palmer, ined.",Dryopteris glabra var. hobdyana (W. H. Wagner) D. D. Palmer,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris hadanoi Sa.Kurata,Dryopteris hadanoi Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris holttumii Li Bing Zhang,Dryopteris ×  holttumii Li Bing Zhang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris juxtaposita H.Christ,Dryopteris juxtaposita Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris kinokuniensis Sa.Kurata,Dryopteris kinokuniensis Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris lachoongensis (Bedd.) B.K.Nayar & S.Kaur,Dryopteris lachoongensis (Bedd.) B. K. Nayar & Kaur,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris marginalis (L.) A.Gray,Dryopteris marginalis (L.) Gray,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris namegatae (Sa.Kurata) Sa.Kurata,Dryopteris namegatae (Kurata) Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris paleolata (Pic. Serm.) L.B.Zhang,Dryopteris paleolata (Pic. Serm.) Li Bing Zhang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris panda (C.B.Clarke) H.Christ,Dryopteris panda (C. B. Clarke) C. Chr.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris redactopinnata S.K.Basu & Panigrahi,Dryopteris redactopinnata Basu & Panigrahi,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris ryo-itoana Sa.Kurata,Dryopteris ryo-itoana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris shibipedis Sa.Kurata,Dryopteris shibipedis Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris shiroumensis Sa.Kurata & T.Nakam.,Dryopteris shiroumensis Kurata & Nakam.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris simasakii (H.Ito) Sa.Kurata,Dryopteris simasakii (H. Itô) Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Dryopteris sororia (Maxon) M.McHenry, Sundue & Barrington","Dryopteris sororia (Maxon) M. A. Mc Henry, Sundue & Barrington",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris subreflexipinna M.Ogata,Dryopteris subreflexipinna Ogata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris tsugiwoi Sa.Kurata,Dryopteris tsugiwoi Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Dryopteris wattsii M. McKeown, Sundue & Barrington","Dryopteris wattsii Mc Keown, Sundue & Barrington",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Dryopteris yakusilvicola Sa.Kurata,Dryopteris yakusilvicola Kurata,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum albescens (Sodiro) H.Christ,Elaphoglossum albescens (Sodiro) Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum amygdalifolium (Mett. ex Kuhn) H.Christ,Elaphoglossum amygdalifolium (Mett. ex Kuhn) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum cardenasii W.H. Wagner,Elaphoglossum cardenasii Wagner,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum peltatum (Sw.) Urban,Elaphoglossum peltatum (Sw.) Urb.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum peltatum f. flabellatum (Humb. & Bonpl. ex Willd.) Micke,Elaphoglossum peltatum f. flabellatum (Humb. & Bonpl. ex Willd.) Mickel,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum tovii E.Brown,Elaphoglossum tovii E. D. Br.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Elaphoglossum vestitum (Schltdl. & Cham.) T.Moore,Elaphoglossum vestitum (Schltdl. & Cham.) Schott,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Equisetum arvense subsp. alpestre (Wahlenb.) Schonswetter & Elven,Equisetum arvense subsp. alpestre (Wahlenb.) Schönsw. & Elven,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Equisetum trachyodon (A.Braun) W.D.J.Koch,Equisetum trachyodon (A. Braun) Koch,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga angustifolia (Kunth) F.W.Li & Windham,Gaga angustifolia (Kunth) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga apiacea (Mickel) F.W.Li & Windham,Gaga apiacea (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga arizonica (Maxon) F.W.Li & Windham,Gaga arizonica (Maxon) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga chaerophylla (M.Martens & Galeotti) F.W.Li & Windham,Gaga chaerophylla (M. Martens & Galeotti) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga complanata (A.R.Sm.) F.W.Li & Windham,Gaga complanata (A. R. Sm.) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga cuneata (Kaulf. ex Link) F.W.Li & Windham,Gaga cuneata (Kaulf. ex Link) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga decurrens (Mickel) F.W.Li & Windham,Gaga decurrens (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga germanotta F.W.Li & Windham,Gaga germanotta Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga harrisii (Maxon) F.W.Li & Windham,Gaga harrisii (Maxon) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga hintoniorum (M.G.Mendenh. & G.L.Nesom) F.W.Li & Windham,Gaga hintoniorum (Mendenh. & G. L. Nesom) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga hirsuta (Link) F.W.Li & Windham,Gaga hirsuta (Link) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga lerstenii (Mickel & Beitel) F.W.Li & Windham,Gaga lerstenii (Mickel & Beitel) Fay W. Li & Windham,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga marginata (Kunth) F.W.Li & Windham,Gaga marginata (Kunth) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga membranacea (Davenp.) F.W.Li & Windham,Gaga membranacea (Davenp.) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga monstraparva F.W.Li & Windham,Gaga monstraparva Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga pellaeopsis (Mickel) F.W.Li & Windham,Gaga pellaeopsis (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gaga purpusii (T.Reeves) F.W.Li & Windham,Gaga purpusii (T. Reeves) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gleichenia laevissima H.Christ,Gleichenia laevissima Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Goniophlebium amoenum (Wall. ex Mett.) Bedd.,Goniophlebium amoenum (Wall. ex Mett.) J. Sm. ex Bedd.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Goniopteris vivipara (Raddi) C.F.Reed,Goniopteris vivipara (Raddi) Brade,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Gymnosphaera phlebodes (Lehnert & Coritico) S.Y.Ng,Gymnosphaera phlebodes (Lehnert & Coritico) S. Y. Dong,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hiya brooksiae (Alderw.) Hui Shang,Hiya brooksiae (Alderw.) H. Shang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hiya nigrescens (Hook.) Hui Shang,Hiya nigrescens (Hook.) H. Shang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Hymenasplenium quangnamense Li Bing Zhang, K.W.Xu & Liang Zhan","Hymenasplenium quangnamense Li Bing Zhang, K. W. Xu & Liang Zhang",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum armstrongii (Baker) Kirk,Hymenophyllum armstrongii (Baker) Kuhn,accepted,TRUE,1,0,0,NA,NA,NA,https://www.gbif.org/species/3608873,author variant,NA,fuzzy,1,https://www.gbif.org/species/3608873
Hymenophyllum corrugatum H.Christ,Hymenophyllum corrugatum Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum devolii Lai,Hymenophyllum devolii M. J. Lai,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum fragile (Hedw.) C.V.Morton,Hymenophyllum fragile (Hedw.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum javanicum A.Spreng.,Hymenophyllum javanicum Spreng.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum lyallii Hook.f.,Hymenophyllum lyallii Hook. fil.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum nitidulum (Bosch) Ebihara et K.Iwats.,Hymenophyllum nitidulum (Bosch) Ebihara & K. Iwats.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hymenophyllum revolutum Col.,Hymenophyllum revolutum Colenso,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hypolepis muelleri N.A.Wakef.,Hypolepis muelleri Wakef.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Hypolepis stolonifera var. delasotae Arana, E.Yañez & Schwartsb.","Hypolepis stolonifera var. delasotae Arana, Yañez & Schwartsb.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Hypolepis viscosa H.Karst.,Hypolepis viscosa (H. Karst.) Mett.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lastreopsis pacifica Tindale,Lastreopsis pacifica Tind.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lecanopteris spinosa Jermy & T.G.Walker,Lecanopteris spinosa Jermy & T. Walker,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lepisorus bampsii (Pic.Serm.) M.J.Zink,Lepisorus bampsii (Pic. Serm.) Zink,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lepisorus elegans Ching ex W.M.Chu,Lepisorus elegans Ching & W. M. Chu,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lepisorus medogensis Ching & Y.X.Ling,Lepisorus medogensis Ching & Y. X. Lin,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lepisorus mikawanus Sa.Kurata,Lepisorus mikawanus Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lepisorus subsessilis Ching ex Y.X.Lin,Lepisorus subsessilis Ching & Y. X. Lin,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Leptochilus shintenensis (Hayata) X.C.Zhang & Noot.,Leptochilus ×  shintenensis (Hayata) X. C. Zhang & Noot.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Leptopteris wilkesiana (Brack.) H.Christ,Leptopteris wilkesiana (Brack.) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Leucostegia immersa Wall. ex C.Presl,Leucostegia immersa (Wall. ex Hook.) C. Presl,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea azurea H.Christ,Lindsaea azurea Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea bouillodii H.Christ,Lindsaea bouillodii Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea cambodgensis H.Christ,Lindsaea cambodgensis Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea harveyi Carr. ex Seem.,Lindsaea harveyi Carruth.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea kawabatae Sa.Kurata,Lindsaea kawabatae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea pellaeiformis H.Christ,Lindsaea pellaeiformis Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lindsaea schizophylla H.Christ,Lindsaea schizophylla (Baker) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Loxogramme duclouxii H.Christ,Loxogramme duclouxii Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Lygodium micans J.W.Sturm,Lygodium micans Sturm,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Marsilea botryocarpa F.Ballard,Marsilea botryocarpa Ballard,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Marsilea tenuifolia Engelm. ex Kunze,Marsilea tenuifolia Engelm. apud Kunze,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Matteuccia struthiopteris var. pensylvanica (Willd.) C.V.Morton,Matteuccia struthiopteris var. pensylvanica (Willd.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Metaxya contamanensis Tuomisto & G.G.Cardenas,Metaxya contamanensis Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Metaxya elongata Tuomisto & G.G.Cardenas,Metaxya elongata Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Metaxya scalaris Tuomisto & G.G.Cardenas,Metaxya scalaris Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Microlepia izu-peninsulae Sa.Kurata,Microlepia izu-peninsulae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Microsorum glossophyllum (Copel.) Copel.. 1947,Microsorum glossophyllum (Copel.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Monachosorum arakii Tagawa,Monachosorum ×  arakii Tagawa,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Monachosorum flagellare (Makino) Hayata,Monachosorum ×  flagellare (Makino) Hayata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Mycopteris subtilis (Kunze ex Klotzsch) Sundu,Mycopteris subtilis (Kunze ex Klotzsch) Sundue,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Myriopteris covillei (Maxon) A.Love & D.Love,Myriopteris covillei (Maxon) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Neocheiropteris palmatopedata (Baker) H.Christ,Neocheiropteris palmatopedata (Baker) Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Nephrolepis acutifolia (Desv.) H.Christ,Nephrolepis acutifolia (Desv.) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Notholaena affinis (Mett.) Moore,Notholaena affinis (Mett.) T. Moore,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Notholaena trichomanoides (L.) Desv.,Notholaena trichomanoides (L.) R. Br.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Odontosoria africana F.Ballard,Odontosoria africana Ballard,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Oleandra distenta Kunz,Oleandra distenta Kunze,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Ophioglossum aletum Patel, Reddy & Goswami","Ophioglossum aletum M. Patel, M. N. Reddy & H. K. Goswami",synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Ophioglossum nudicaule L.f.,Ophioglossum nudicaule Thunb.,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Add as synonym of Ophioglossum nudicaule L. fil.,fuzzy,1,NA
Ophioglossum pycnostichum (Fernald) A.Love & D.Love,Ophioglossum pycnostichum (Fernald) Á. & D. Löve,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Osmunda mildei C.Chr.,Osmunda ×  mildei C. Chr.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pecluma chnoophora (Kunze) Salino & Costa Assis,Pecluma chnoophora (Kunze) Salino & F. C. Assis,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pellaea glabella subsp. simplex (Butters) A.Love & D.Love,Pellaea glabella subsp. simplex (Butters) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Pentagramma pallida (Weath.) Yatsk., Windham & E.Wollenw.","Pentagramma pallida (Weath.) Yatsk., Windham & Wollenw.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E.Wollenw.","Pentagramma triangularis (Kaulf.) Yatsk., Windham & Wollenw.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Phegopteris keraudreniana (Gaudich.) H.Mann,Phegopteris keraudreniana (Gaudich.) Mann,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pilularia minuta Durieu,Pilularia minuta Durand,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Plagiogyria adnata var. yakushimensis (K.Sato) K.Iwats.,Plagiogyria adnata var. yakushimensis (K. Satô) Tagawa,synonym,TRUE,1,0,0,NA,NA,NA,https://www.gbif.org/species/7529306,author variant,NA,fuzzy,1,https://www.gbif.org/species/7529306
Pleocnemia cumingiana C.Pres,Pleocnemia cumingiana C. Presl,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pleopeltis polypodioides var. michauxiana (Weath.) E.B.Andrews & Windham,Pleopeltis polypodioides var. michauxiana (Weath.) E. G. Andrews & Windham,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polypodium macaronesicum A.E.Bobrov,Polypodium macaronesicum Bobrov,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Polypodium polycarpon Cav., non Sw.",Polypodium polycarpon Cav. ex Sw.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichopsis chaerophylloides (Poir.) C.V.Morton,Polystichopsis chaerophylloides (Poir.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum balansae H.Christ,Polystichum balansae Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum braunii subsp. kamtschaticum (C.Chr. & Hulten) A.Love & D.Love,Polystichum braunii subsp. kamtschaticum (C. Chr. & Hultén) Á. & D. Löve,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum castaneum (C.B.Clarke) B.K.Nayar & S.Kaur,Polystichum castaneum (C. B. Clarke) B. K. Nayar & Kaur,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum frigidicola H.S.Kung & Li Bing Zhang,Polystichum frigidicola H. S. Kung & L. B. Zhang,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum ohmurae Sa.Kurata,Polystichum ohmurae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum omeiense,Polystichum omeiense C. Chr.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum otomasui Sa.Kurata,Polystichum otomasui Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum pallidum Gardner,Polystichum pallidum (Bory) Tod.,ambiguous synonym,TRUE,0,0,1,NA,NA,London J. Bot. 1:547 1842,https://www.gbif.org/species/8168016,different species,NA,fuzzy,1,https://www.gbif.org/species/8168016
Polystichum rapense E.Brown,Polystichum rapense E. D. Br.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum setiferum (Forssk.) Moore ex Woyn.,Polystichum setiferum (Forssk.) T. Moore ex Woyn.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum shimurae Kurata ex Seriz.,Polystichum shimurae Sa. Kurata ex Seriz.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum sinotsus-simense Ching & Zheng Y.Liu,Polystichum sinotsus-simense Ching & Z. Y. Liu,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum tagawanum Sa.Kurata,Polystichum tagawanum Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Polystichum weimingii Li Bing Zhang & H.He,Polystichum weimingii L. B. Zhang & H. He,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Pteridium aquilinum subsp. feei (W.Schaffn. ex Fee) J.A.Thomson, Mickel & Mehltreter","Pteridium aquilinum subsp. feei (W. Schaffn. ex Fée) J. A. Thomson, Mickel & Mehltr.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteridium aquilinum subsp. japonicum (Nakai) A.Love & D.Love,Pteridium aquilinum subsp. japonicum (Nakai) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
