query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done
Equisetum x litorale Kuehlew. ex Rupr.,Equisetum ×  litorale Kühlew. ex Rupr.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga angustifolia (Kunth) F.W.Li & Windham,Gaga angustifolia (Kunth) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga apiacea (Mickel) F.W.Li & Windham,Gaga apiacea (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga arizonica (Maxon) F.W.Li & Windham,Gaga arizonica (Maxon) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga chaerophylla (M.Martens & Galeotti) F.W.Li & Windham,Gaga chaerophylla (M. Martens & Galeotti) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga complanata (A.R.Sm.) F.W.Li & Windham,Gaga complanata (A. R. Sm.) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga cuneata (Kaulf. ex Link) F.W.Li & Windham,Gaga cuneata (Kaulf. ex Link) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga decurrens (Mickel) F.W.Li & Windham,Gaga decurrens (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga germanotta F.W.Li & Windham,Gaga germanotta Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga harrisii (Maxon) F.W.Li & Windham,Gaga harrisii (Maxon) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga hintoniorum (M.G.Mendenh. & G.L.Nesom) F.W.Li & Windham,Gaga hintoniorum (Mendenh. & G. L. Nesom) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga hirsuta (Link) F.W.Li & Windham,Gaga hirsuta (Link) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga lerstenii (Mickel & Beitel) F.W.Li & Windham,Gaga lerstenii (Mickel & Beitel) Fay W. Li & Windham,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga marginata (Kunth) F.W.Li & Windham,Gaga marginata (Kunth) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga membranacea (Davenp.) F.W.Li & Windham,Gaga membranacea (Davenp.) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga monstraparva F.W.Li & Windham,Gaga monstraparva Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga pellaeopsis (Mickel) F.W.Li & Windham,Gaga pellaeopsis (Mickel) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gaga purpusii (T.Reeves) F.W.Li & Windham,Gaga purpusii (T. Reeves) Fay W. Li & Windham,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gleichenia laevissima H.Christ,Gleichenia laevissima Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Goniophlebium amoenum (Wall. ex Mett.) Bedd.,Goniophlebium amoenum (Wall. ex Mett.) J. Sm. ex Bedd.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Goniopteris vivipara (Raddi) C.F.Reed,Goniopteris vivipara (Raddi) Brade,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Gymnosphaera phlebodes (Lehnert & Coritico) S.Y.Ng,Gymnosphaera phlebodes (Lehnert & Coritico) S. Y. Dong,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hiya brooksiae (Alderw.) Hui Shang,Hiya brooksiae (Alderw.) H. Shang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hiya nigrescens (Hook.) Hui Shang,Hiya nigrescens (Hook.) H. Shang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Hymenasplenium quangnamense Li Bing Zhang, K.W.Xu & Liang Zhan","Hymenasplenium quangnamense Li Bing Zhang, K. W. Xu & Liang Zhang",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum armstrongii (Baker) Kirk,Hymenophyllum armstrongii (Baker) Kuhn,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum corrugatum H.Christ,Hymenophyllum corrugatum Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum devolii Lai,Hymenophyllum devolii M. J. Lai,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum fragile (Hedw.) C.V.Morton,Hymenophyllum fragile (Hedw.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum javanicum A.Spreng.,Hymenophyllum javanicum Spreng.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum lyallii Hook.f.,Hymenophyllum lyallii Hook. fil.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum nitidulum (Bosch) Ebihara et K.Iwats.,Hymenophyllum nitidulum (Bosch) Ebihara & K. Iwats.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hymenophyllum revolutum Col.,Hymenophyllum revolutum Colenso,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hypodematium delicatulum Rakotondr. & A.R.Sm.,Hypodematium delicatulum Rakotondr.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hypolepis muelleri N.A.Wakef.,Hypolepis muelleri Wakef.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Hypolepis stolonifera var. delasotae Arana, E.Yañez & Schwartsb.","Hypolepis stolonifera var. delasotae Arana, Yañez & Schwartsb.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Hypolepis viscosa H.Karst.,Hypolepis viscosa (H. Karst.) Mett.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lastreopsis pacifica Tindale,Lastreopsis pacifica Tind.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lecanopteris spinosa Jermy & T.G.Walker,Lecanopteris spinosa Jermy & T. Walker,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lepisorus bampsii (Pic.Serm.) M.J.Zink,Lepisorus bampsii (Pic. Serm.) Zink,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lepisorus elegans Ching ex W.M.Chu,Lepisorus elegans Ching & W. M. Chu,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lepisorus medogensis Ching & Y.X.Ling,Lepisorus medogensis Ching & Y. X. Lin,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lepisorus mikawanus Sa.Kurata,Lepisorus mikawanus Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lepisorus subsessilis Ching ex Y.X.Lin,Lepisorus subsessilis Ching & Y. X. Lin,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Leptochilus shintenensis (Hayata) X.C.Zhang & Noot.,Leptochilus ×  shintenensis (Hayata) X. C. Zhang & Noot.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Leptopteris wilkesiana (Brack.) H.Christ,Leptopteris wilkesiana (Brack.) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Leucostegia immersa Wall. ex C.Presl,Leucostegia immersa (Wall. ex Hook.) C. Presl,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea azurea H.Christ,Lindsaea azurea Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea bouillodii H.Christ,Lindsaea bouillodii Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea cambodgensis H.Christ,Lindsaea cambodgensis Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea harveyi Carr. ex Seem.,Lindsaea harveyi Carruth.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea kawabatae Sa.Kurata,Lindsaea kawabatae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea pellaeiformis H.Christ,Lindsaea pellaeiformis Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lindsaea schizophylla H.Christ,Lindsaea schizophylla (Baker) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Loxogramme duclouxii H.Christ,Loxogramme duclouxii Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Lygodium micans J.W.Sturm,Lygodium micans Sturm,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Marsilea botryocarpa F.Ballard,Marsilea botryocarpa Ballard,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Marsilea tenuifolia Engelm. ex Kunze,Marsilea tenuifolia Engelm. apud Kunze,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Matteuccia struthiopteris var. pensylvanica (Willd.) C.V.Morton,Matteuccia struthiopteris var. pensylvanica (Willd.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Metaxya contamanensis Tuomisto & G.G.Cardenas,Metaxya contamanensis Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Metaxya elongata Tuomisto & G.G.Cardenas,Metaxya elongata Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Metaxya scalaris Tuomisto & G.G.Cardenas,Metaxya scalaris Tuomisto & Cárdenas,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Microlepia izu-peninsulae Sa.Kurata,Microlepia izu-peninsulae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Microlepia x bipinnata (Makino) Y.Shimura,Microlepia ×  bipinnata (Makino) Shimura,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Microsorum glossophyllum (Copel.) Copel.. 1947,Microsorum glossophyllum (Copel.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Monachosorum arakii Tagawa,Monachosorum ×  arakii Tagawa,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Monachosorum flagellare (Makino) Hayata,Monachosorum ×  flagellare (Makino) Hayata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Mycopteris subtilis (Kunze ex Klotzsch) Sundu,Mycopteris subtilis (Kunze ex Klotzsch) Sundue,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Myriopteris covillei (Maxon) A.Love & D.Love,Myriopteris covillei (Maxon) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Neocheiropteris palmatopedata (Baker) H.Christ,Neocheiropteris palmatopedata (Baker) Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Nephrolepis acutifolia (Desv.) H.Christ,Nephrolepis acutifolia (Desv.) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Notholaena affinis (Mett.) Moore,Notholaena affinis (Mett.) T. Moore,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Notholaena trichomanoides (L.) Desv.,Notholaena trichomanoides (L.) R. Br.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Odontosoria africana F.Ballard,Odontosoria africana Ballard,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Oleandra distenta Kunz,Oleandra distenta Kunze,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Ophioglossum aletum Patel, Reddy & Goswami","Ophioglossum aletum M. Patel, M. N. Reddy & H. K. Goswami",synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Ophioglossum nudicaule L.f.,Ophioglossum nudicaule Thunb.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Ophioglossum pycnostichum (Fernald) A.Love & D.Love,Ophioglossum pycnostichum (Fernald) Á. & D. Löve,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Osmunda mildei C.Chr.,Osmunda ×  mildei C. Chr.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pecluma chnoophora (Kunze) Salino & Costa Assis,Pecluma chnoophora (Kunze) Salino & F. C. Assis,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pellaea glabella subsp. simplex (Butters) A.Love & D.Love,Pellaea glabella subsp. simplex (Butters) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Pentagramma pallida (Weath.) Yatsk., Windham & E.Wollenw.","Pentagramma pallida (Weath.) Yatsk., Windham & Wollenw.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E.Wollenw.","Pentagramma triangularis (Kaulf.) Yatsk., Windham & Wollenw.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Phegopteris keraudreniana (Gaudich.) H.Mann,Phegopteris keraudreniana (Gaudich.) Mann,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pilularia minuta Durieu,Pilularia minuta Durand,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Plagiogyria adnata var. yakushimensis (K.Sato) K.Iwats.,Plagiogyria adnata var. yakushimensis (K. Satô) Tagawa,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Plagiogyria x wakabae Sa.Kurata ex Nakaike,Plagiogyria ×  wakabae Kurata ex Nakaike,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pleocnemia cumingiana C.Pres,Pleocnemia cumingiana C. Presl,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pleopeltis polypodioides var. michauxiana (Weath.) E.B.Andrews & Windham,Pleopeltis polypodioides var. michauxiana (Weath.) E. G. Andrews & Windham,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polypodium macaronesicum A.E.Bobrov,Polypodium macaronesicum Bobrov,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Polypodium polycarpon Cav., non Sw.",Polypodium polycarpon Cav. ex Sw.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichopsis chaerophylloides (Poir.) C.V.Morton,Polystichopsis chaerophylloides (Poir.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichopsis pubescens (L.) C.V.Morton,Polystichopsis pubescens (L.) Morton,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum balansae H.Christ,Polystichum balansae Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum braunii subsp. kamtschaticum (C.Chr. & Hulten) A.Love & D.Love,Polystichum braunii subsp. kamtschaticum (C. Chr. & Hultén) Á. & D. Löve,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum castaneum (C.B.Clarke) B.K.Nayar & S.Kaur,Polystichum castaneum (C. B. Clarke) B. K. Nayar & Kaur,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum frigidicola H.S.Kung & Li Bing Zhang,Polystichum frigidicola H. S. Kung & L. B. Zhang,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum ohmurae Sa.Kurata,Polystichum ohmurae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum omeiense,Polystichum omeiense C. Chr.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum otomasui Sa.Kurata,Polystichum otomasui Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum pallidum Gardner,Polystichum pallidum (Bory) Tod.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum rapense E.Brown,Polystichum rapense E. D. Br.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum setiferum (Forssk.) Moore ex Woyn.,Polystichum setiferum (Forssk.) T. Moore ex Woyn.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum shimurae Kurata ex Seriz.,Polystichum shimurae Sa. Kurata ex Seriz.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum sinotsus-simense Ching & Zheng Y.Liu,Polystichum sinotsus-simense Ching & Z. Y. Liu,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum tagawanum Sa.Kurata,Polystichum tagawanum Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Polystichum weimingii Li Bing Zhang & H.He,Polystichum weimingii L. B. Zhang & H. He,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Pteridium aquilinum subsp. feei (W.Schaffn. ex Fee) J.A.Thomson, Mickel & Mehltreter","Pteridium aquilinum subsp. feei (W. Schaffn. ex Fée) J. A. Thomson, Mickel & Mehltr.",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteridium aquilinum subsp. japonicum (Nakai) A.Love & D.Love,Pteridium aquilinum subsp. japonicum (Nakai) Á. & D. Löve,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteridium aquilinum subsp. latiusculum (Desv.) Hultén,Pteridium aquilinum subsp. latiusculum (Desv.) C. N. Page,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris buchananii Sim,Pteris buchananii Baker,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris ensiformis Burm.f.,Pteris ensiformis Burm.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris kawabatae Sa.Kurata,Pteris kawabatae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris kidoi Sa.Kurata,Pteris kidoi Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
"Pteris langsonensis Li Bing Zhang, Liang Zhang & N.T.Lu","Pteris langsonensis L. B. Zhang, Liang Zhang & N. T. Lu",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris laurisilvicola Sa.Kurata,Pteris laurisilvicola Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris litoralis Rech.f.,Pteris litoralis Rech.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris satsumana Sa.Kurata,Pteris satsumana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris scabra Bory & Willd.,Pteris scabra Bory ex Willd.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris stenophylla C.Presl,Pteris stenophylla Link,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris x sefuricola Kurata,Pteris ×  sefuricola Sa. Kurata,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris xiaoyingiae H.He & Li Bing Zhang,Pteris xiaoyingiae H. He & L. B. Zhang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pteris yakuinsularis Sa.Kurata,Pteris yakuinsularis Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pyrrosia ensata Ching ex K.H.Shing,Pyrrosia ensata Ching & K. H. Shing,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pyrrosia lanceolata (L.) Farwell,Pyrrosia lanceolata (L.) Farw.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Pyrrosia piloselloides (L.) M.Price,Pyrrosia piloselloides (L.) M. G. Price,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Salvinia molesta D.S. Mitch.,Salvinia ×  molesta D. S. Mitch.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Salvinia oblongifolia Martius,Salvinia oblongifolia Mart.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Schizaea dichotoma (L.) J.Sm.,Schizaea dichotoma Kunze,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Schizaea poeppigiana J.W.Sturm,Schizaea poeppigiana Sturm,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Selliguea triloba (Houtt.) ex M.G.Price,Selliguea triloba (Houtt.) M. G. Price,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Sticherus tahitensis (Copel.) St.John,Sticherus tahitensis (Copel.) H. St. John,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Struthiopteris spicant (L.) F.W.Weiss,Struthiopteris spicant (L.) Weiss,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Tectaria marchionica E.D.Brown,Tectaria marchionica E. D. Br.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Tmesipteris elongata Danguy,Tmesipteris elongata P. A. Dang.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Trichomanes accedens J.Presl,Trichomanes accedens C. Presl,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Trichomanes bimarginatum,Trichomanes bimarginatum Bedd.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Trichomanes osmundoides Poir.,Trichomanes osmundoides DC. ex Poir.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Vandenboschia radicans type I,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Vandenboschia radicans type I',Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Vandenboschia radicans type II,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Vandenboschia radicans type IV,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Vittaria dimorpha Muell.Berol.,Vittaria dimorpha Müll. Berol.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Woodsia andersonii (Bedd.) H.Christ,Woodsia andersonii (Bedd.) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Woodwardia fimbriata Sm.,Woodwardia fimbriata J. E. Sm.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
x Lindsaeosoria flynnii W.H.Wagner,Lindsaeosoria ×  flynnii W. H. Wagner,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,0
Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum obovatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Adiantum obovatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum obovatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Adiantum obovatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes baiseensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes emeiensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes fujiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes gijiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes gizushanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes guanxianensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes heyuanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes hunanensis Ching,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
